video_path,disaster_type,start_frame,end_frame
17_forestfire_forestfire_62.mp4,forestfire,0,0
18_waterlogging_waterlogging_183.mp4,waterlogging,0,0
17_waterlogging_waterlogging_120.mp4,waterlogging,0,0
03_forestfire_forestfire_223.mp4,normal,0,0
10_forestfire_forestfire_46.mp4,forestfire,0,0
14_waterlogging_waterlogging_112.mp4,waterlogging,0,0
03_normal_river_099.mp4,normal,0,0
17_normal_river_189.mp4,normal,0,0
09_mountainFloods_mountainFloods_37.mp4,mountainFloods,0,0
01_forestfire_forestfire_314.mp4,forestfire,0,0
03_mountainFloods_mountainFloods_103.mp4,mountainFloods,0,0
10_normal_mountain_085.mp4,normal,0,0
10_mountainFloods_mountainFloods_55.mp4,mountainFloods,0,0
10_mountainFloods_mountainFloods_145.mp4,mountainFloods,0,0
08_landslide_landslide_37.mp4,landslide,0,0
03_landslide_landslide_50.mp4,landslide,0,0
13_waterlogging_waterlogging_185.mp4,waterlogging,0,0
03_normal_forest_150.mp4,normal,0,0
01_forestfire_forestfire_262.mp4,forestfire,0,0
14_normal_river_067.mp4,normal,0,0
07_landslide_landslide_5.mp4,landslide,0,0
11_riverOverflow_riverOverflow_2.mp4,riverOverflow,0,0
03_normal_river_044.mp4,normal,0,0
08_waterlogging_waterlogging_206.mp4,waterlogging,0,0
14_normal_river_187.mp4,normal,0,0
09_waterlogging_waterlogging_159.mp4,waterlogging,0,0
18_mountainFloods_mountainFloods_64.mp4,mountainFloods,0,0
03_landslide_landslide_72.mp4,landslide,0,0
10_waterlogging_waterlogging_12.mp4,waterlogging,0,0
11_riverOverflow_riverOverflow_87.mp4,riverOverflow,0,0
11_normal_normalcity_016.mp4,normal,0,0
02_waterlogging_waterlogging_28.mp4,waterlogging,0,0
10_landslide_landslide_78.mp4,landslide,0,0
02_waterlogging_waterlogging_62.mp4,waterlogging,0,0
08_debrisFlow_debrisFlow_16.mp4,debrisFlow,0,0
17_debrisFlow_debrisFlow_113.mp4,debrisFlow,0,0
18_normal_normalcity_023.mp4,normal,0,0
07_waterlogging_waterlogging_145.mp4,waterlogging,0,0
17_landslide_landslide_29.mp4,landslide,0,0
09_mountainFloods_mountainFloods_101.mp4,mountainFloods,0,0
01_landslide_landslide_80.mp4,landslide,0,0
07_forestfire_forestfire_5.mp4,forestfire,0,0
02_debrisFlow_debrisFlow_11.mp4,debrisFlow,0,0
02_normal_forest_061.mp4,normal,0,0
07_mountainFloods_mountainFloods_157.mp4,mountainFloods,0,0
13_normal_mountain_055.mp4,normal,0,0
07_riverOverflow_riverOverflow_5.mp4,riverOverflow,0,0
09_forestfire_forestfire_233.mp4,forestfire,0,0
14_mountainFloods_mountainFloods_111.mp4,mountainFloods,0,0
14_waterlogging_waterlogging_204.mp4,waterlogging,0,0
18_mountainFloods_mountainFloods_151.mp4,mountainFloods,0,0
03_waterlogging_waterlogging_199.mp4,riverOverflow,0,0
11_normal_mountain_173.mp4,normal,0,0
17_waterlogging_waterlogging_56.mp4,waterlogging,0,0
10_forestfire_forestfire_175.mp4,forestfire,0,0
02_landslide_landslide_3.mp4,landslide,0,0
07_landslide_landslide_137.mp4,landslide,0,0
18_forestfire_forestfire_218.mp4,forestfire,0,0
08_debrisFlow_debrisFlow_68.mp4,debrisFlow,0,0
08_normal_normalcity_037.mp4,normal,0,0
02_mountainFloods_mountainFloods_32.mp4,riverOverflow,0,0
14_waterlogging_waterlogging_3.mp4,waterlogging,0,0
03_mountainFloods_mountainFloods_3.mp4,mountainFloods,0,0
02_waterlogging_waterlogging_18.mp4,waterlogging,0,0
14_normal_normalcity_074.mp4,normal,0,0
18_debrisFlow_debrisFlow_128.mp4,debrisFlow,0,0
09_landslide_landslide_130.mp4,landslide,0,0
06_waterlogging_waterlogging_95.mp4,waterlogging,0,0
13_normal_normalcity_232.mp4,normal,0,0
14_waterlogging_waterlogging_250.mp4,waterlogging,0,0
06_riverOverflow_riverOverflow_68.mp4,riverOverflow,0,0
03_waterlogging_waterlogging_234.mp4,waterlogging,0,0
01_waterlogging_waterlogging_184.mp4,waterlogging,0,0
01_waterlogging_waterlogging_157.mp4,waterlogging,0,0
09_mountainFloods_mountainFloods_108.mp4,mountainFloods,0,0
17_debrisFlow_debrisFlow_2.mp4,debrisFlow,0,0
13_debrisFlow_debrisFlow_79.mp4,debrisFlow,0,0
07_waterlogging_waterlogging_66.mp4,waterlogging,0,0
18_normal_mountain_189.mp4,normal,0,0
06_forestfire_forestfire_260.mp4,forestfire,0,0
02_normal_mountain_191.mp4,normal,0,0
17_riverOverflow_riverOverflow_52.mp4,riverOverflow,0,0
03_waterlogging_waterlogging_23.mp4,waterlogging,0,0
02_forestfire_forestfire_18.mp4,forestfire,0,0
14_debrisFlow_debrisFlow_17.mp4,debrisFlow,0,0
10_normal_normalcity_138.mp4,normal,0,0
07_forestfire_forestfire_163.mp4,forestfire,0,0
14_landslide_landslide_46.mp4,landslide,0,0
06_normal_normalcity_212.mp4,normal,0,0
14_normal_forest_183.mp4,normal,0,0
08_debrisFlow_debrisFlow_28.mp4,debrisFlow,0,0
06_normal_river_037.mp4,normal,0,0
07_forestfire_forestfire_320.mp4,forestfire,0,0
11_forestfire_forestfire_179.mp4,forestfire,0,0
13_waterlogging_waterlogging_14.mp4,waterlogging,0,0
17_mountainFloods_mountainFloods_121.mp4,mountainFloods,0,0
18_mountainFloods_mountainFloods_97.mp4,mountainFloods,0,0
10_forestfire_forestfire_312.mp4,forestfire,0,0
02_mountainFloods_mountainFloods_53.mp4,riverOverflow,0,0
03_forestfire_forestfire_212.mp4,forestfire,0,0
13_normal_mountain_049.mp4,normal,0,0
09_forestfire_forestfire_256.mp4,forestfire,0,0
10_waterlogging_waterlogging_92.mp4,waterlogging,0,0
18_normal_forest_270.mp4,normal,0,0
10_forestfire_forestfire_118.mp4,forestfire,0,0
01_mountainFloods_mountainFloods_136.mp4,mountainFloods,0,0
10_mountainFloods_mountainFloods_117.mp4,mountainFloods,0,0
09_riverOverflow_riverOverflow_29.mp4,riverOverflow,0,0
09_riverOverflow_riverOverflow_36.mp4,riverOverflow,0,0
06_mountainFloods_mountainFloods_153.mp4,mountainFloods,0,0
14_normal_normalcity_110.mp4,normal,0,0
10_riverOverflow_riverOverflow_3.mp4,riverOverflow,0,0
02_forestfire_forestfire_51.mp4,forestfire,0,0
01_waterlogging_waterlogging_207.mp4,waterlogging,0,0
17_debrisFlow_debrisFlow_25.mp4,debrisFlow,0,0
02_normal_mountain_182.mp4,normal,0,0
17_landslide_landslide_141.mp4,landslide,0,0
10_forestfire_forestfire_131.mp4,forestfire,0,0
02_landslide_landslide_88.mp4,landslide,0,0
03_waterlogging_waterlogging_72.mp4,waterlogging,0,0
18_mountainFloods_mountainFloods_93.mp4,mountainFloods,0,0
14_landslide_landslide_133.mp4,landslide,0,0
07_normal_river_053.mp4,normal,0,0
06_normal_forest_108.mp4,normal,0,0
11_mountainFloods_mountainFloods_6.mp4,mountainFloods,0,0
02_landslide_landslide_14.mp4,landslide,0,0
13_forestfire_forestfire_183.mp4,forestfire,0,0
09_normal_mountain_199.mp4,normal,0,0
11_mountainFloods_mountainFloods_12.mp4,mountainFloods,0,0
17_forestfire_forestfire_122.mp4,forestfire,0,0
10_mountainFloods_mountainFloods_175.mp4,mountainFloods,0,0
11_normal_mountain_146.mp4,normal,0,0
03_waterlogging_waterlogging_149.mp4,waterlogging,0,0
17_forestfire_forestfire_319.mp4,forestfire,0,0
13_riverOverflow_riverOverflow_15.mp4,riverOverflow,0,0
14_normal_river_153.mp4,normal,0,0
11_mountainFloods_mountainFloods_113.mp4,mountainFloods,0,0
06_mountainFloods_mountainFloods_75.mp4,mountainFloods,0,0
03_normal_mountain_072.mp4,normal,0,0
01_debrisFlow_debrisFlow_35.mp4,debrisFlow,0,0
11_mountainFloods_mountainFloods_176.mp4,mountainFloods,0,0
13_debrisFlow_debrisFlow_83.mp4,debrisFlow,0,0
01_normal_mountain_107.mp4,normal,0,0
11_mountainFloods_mountainFloods_156.mp4,mountainFloods,0,0
07_landslide_landslide_62.mp4,landslide,0,0
03_debrisFlow_debrisFlow_135.mp4,debrisFlow,0,0
18_waterlogging_waterlogging_43.mp4,waterlogging,0,0
06_landslide_landslide_136.mp4,landslide,0,0
10_mountainFloods_mountainFloods_109.mp4,mountainFloods,0,0
03_waterlogging_waterlogging_48.mp4,waterlogging,0,0
07_landslide_landslide_28.mp4,landslide,0,0
08_mountainFloods_mountainFloods_138.mp4,mountainFloods,0,0
08_waterlogging_waterlogging_252.mp4,waterlogging,0,0
17_normal_normalcity_242.mp4,normal,0,0
01_mountainFloods_mountainFloods_41.mp4,mountainFloods,0,0
18_debrisFlow_debrisFlow_7.mp4,debrisFlow,0,0
09_mountainFloods_mountainFloods_161.mp4,mountainFloods,0,0
11_normal_forest_151.mp4,normal,0,0
08_forestfire_forestfire_270.mp4,forestfire,0,0
08_mountainFloods_mountainFloods_106.mp4,mountainFloods,0,0
09_waterlogging_waterlogging_46.mp4,waterlogging,0,0
07_waterlogging_waterlogging_230.mp4,waterlogging,0,0
17_forestfire_forestfire_288.mp4,forestfire,0,0
14_normal_normalcity_283.mp4,normal,0,0
07_mountainFloods_mountainFloods_123.mp4,mountainFloods,0,0
09_waterlogging_waterlogging_38.mp4,waterlogging,0,0
01_waterlogging_waterlogging_147.mp4,waterlogging,0,0
09_forestfire_forestfire_124.mp4,forestfire,0,0
02_debrisFlow_debrisFlow_90.mp4,debrisFlow,0,0
13_debrisFlow_debrisFlow_141.mp4,debrisFlow,0,0
13_debrisFlow_debrisFlow_88.mp4,debrisFlow,0,0
18_forestfire_forestfire_172.mp4,forestfire,0,0
